32,25,1,

02,01,02,01,02,01,01,02,01,02,02,02,01,02,02,01,01,02,02,02,02,01,02,01,02,01,01,01,01,01,01,01,
01,01,01,01,01,02,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,01,01,01,01,
01,01,01,01,01,01,01,01,01,02,02,01,01,01,01,01,02,01,01,01,01,01,02,01,01,01,01,02,01,01,02,01,
01,02,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,01,02,01,01,01,02,01,01,01,01,01,01,01,01,
01,01,01,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,01,01,02,02,
01,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,02,01,01,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,01,01,01,01,01,02,01,01,01,01,01,01,
01,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,01,01,02,01,01,01,02,01,01,01,01,01,01,01,01,01,
01,01,01,01,01,01,02,01,01,02,01,02,02,02,02,01,01,01,01,01,01,01,01,01,01,02,01,02,02,01,01,02,
01,01,02,01,01,01,02,01,02,01,01,01,01,01,02,01,01,02,02,02,01,02,01,01,01,01,01,01,01,01,02,01,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,01,01,01,01,01,01,02,02,02,01,02,02,01,02,
01,01,02,01,01,01,01,01,02,01,01,01,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,
01,01,01,01,01,01,01,01,01,02,01,02,01,02,02,01,01,01,02,01,01,01,01,02,01,01,01,01,01,02,01,01,
01,01,02,01,01,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,01,
01,01,02,02,01,02,01,02,01,02,01,01,01,01,01,01,01,01,01,02,01,01,01,02,01,01,01,01,02,02,02,02,
01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,01,01,01,01,01,01,01,01,01,01,01,02,02,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,01,01,01,01,01,01,01,01,01,02,02,02,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
